match_id,rate_div2,rate_div1,writer,categary,content,href,level_div1,level_div2,date,problem_id,name
4325,,52.20%,lars2520,String Parsing,problems/1147,http://community.topcoder.com/stat?c=problem_statement&pm=1147,1,,10.10.2002,1147,Whisper
4324,,78.31%,brett1479,Advanced Math,problems/903,http://community.topcoder.com/stat?c=problem_statement&pm=903,2,,10.09.2002,903,UGroupOrder
4325,,61.11%,lars2520,Advanced Math,problems/1016,http://community.topcoder.com/stat?c=problem_statement&pm=1016,3,,10.10.2002,1016,Decimal
4335,,50.94%,chogyonim,"Graph Theory, Search",problems/979,http://community.topcoder.com/stat?c=problem_statement&pm=979,3,,10.16.2002,979,Doorknobs
4335,,39.27%,chogyonim,Math,problems/511,http://community.topcoder.com/stat?c=problem_statement&pm=511,2,,10.16.2002,511,MatArith
4345,,46.48%,chogyonim,"Graph Theory, String Manipulation",problems/590,http://community.topcoder.com/stat?c=problem_statement&pm=590,2,,10.23.2002,590,Resort
4345,,90.00%,chogyonim,String Manipulation,problems/608,http://community.topcoder.com/stat?c=problem_statement&pm=608,1,,10.23.2002,608,Billboard
4335,,96.73%,chogyonim,"Simple Search, Iteration, String Manipulation",problems/665,http://community.topcoder.com/stat?c=problem_statement&pm=665,1,,10.16.2002,665,Bullets
4325,,58.47%,lars2520,"String Manipulation, String Parsing",problems/1053,http://community.topcoder.com/stat?c=problem_statement&pm=1053,2,,10.10.2002,1053,Execution
4324,,25.00%,brett1479,"Geometry, Graph Theory",problems/1124,http://community.topcoder.com/stat?c=problem_statement&pm=1124,3,,10.09.2002,1124,Wireless
4372,,100.00%,lars2520,"Brute Force, Geometry, Graph Theory",problems/996,http://community.topcoder.com/stat?c=problem_statement&pm=996,1,,11.22.2002,996,Travel
4324,,89.80%,brett1479,String Parsing,problems/1047,http://community.topcoder.com/stat?c=problem_statement&pm=1047,1,,10.09.2002,1047,Lexer
4355,,14.29%,lars2520,Geometry,problems/924,http://community.topcoder.com/stat?c=problem_statement&pm=924,3,,10.30.2002,924,Symmetry
4345,,47.06%,chogyonim,"Graph Theory, Search",problems/759,http://community.topcoder.com/stat?c=problem_statement&pm=759,3,,10.23.2002,759,RiverHill
4355,,84.13%,lars2520,Simulation,problems/939,http://community.topcoder.com/stat?c=problem_statement&pm=939,1,,10.30.2002,939,GameOfLife
4372,,,chogyonim,"Recursion, Search",problems/648,http://community.topcoder.com/stat?c=problem_statement&pm=648,3,,11.22.2002,648,TopCraft
4371,,100.00%,brett1479,"Brute Force, Geometry",problems/1169,http://community.topcoder.com/stat?c=problem_statement&pm=1169,1,,11.22.2002,1169,Isoceles
4372,,100.00%,chogyonim,"Brute Force, Recursion, Search",problems/964,http://community.topcoder.com/stat?c=problem_statement&pm=964,2,,11.22.2002,964,Hexagons
4370,,75.00%,brett1479,"Brute Force, Simulation",problems/1165,http://community.topcoder.com/stat?c=problem_statement&pm=1165,1,,11.22.2002,1165,RoadTrip
4355,,54.00%,lars2520,"Graph Theory, Search",problems/1011,http://community.topcoder.com/stat?c=problem_statement&pm=1011,2,,10.30.2002,1011,Socialize
4373,,100.00%,chogyonim,Simulation,problems/586,http://community.topcoder.com/stat?c=problem_statement&pm=586,1,,11.22.2002,586,Traffic
4373,,75.00%,chogyonim,Graph Theory,problems/577,http://community.topcoder.com/stat?c=problem_statement&pm=577,2,,11.22.2002,577,TopPilot
4370,,66.67%,brett1479,"Dynamic Programming, Graph Theory",problems/1168,http://community.topcoder.com/stat?c=problem_statement&pm=1168,2,,11.22.2002,1168,GraphPaths
4462,,60.00%,dgoodman,"Math, Search",problems/890,http://community.topcoder.com/stat?c=problem_statement&pm=890,3,,02.18.2003,890,TupleLine
4373,,0.00%,chogyonim,"Recursion, Search, String Manipulation",problems/1017,http://community.topcoder.com/stat?c=problem_statement&pm=1017,3,,11.22.2002,1017,DNAsynth
4375,,75.00%,lars2520,"String Manipulation, String Parsing",problems/1018,http://community.topcoder.com/stat?c=problem_statement&pm=1018,2,,11.23.2002,1018,Comment
4375,,75.00%,brett1479,Simulation,problems/1125,http://community.topcoder.com/stat?c=problem_statement&pm=1125,1,,11.23.2002,1125,Choosers
4370,,100.00%,lars2520,Graph Theory,problems/1131,http://community.topcoder.com/stat?c=problem_statement&pm=1131,3,,11.22.2002,1131,HigherMaze
4375,,0.00%,lars2520,Geometry,problems/1008,http://community.topcoder.com/stat?c=problem_statement&pm=1008,3,,11.23.2002,1008,Mirrors
4371,,66.67%,brett1479,"Graph Theory, Search",problems/1170,http://community.topcoder.com/stat?c=problem_statement&pm=1170,2,,11.22.2002,1170,Escape
4464,,28.57%,dgoodman,Geometry,problems/1142,http://community.topcoder.com/stat?c=problem_statement&pm=1142,3,,02.20.2003,1142,Tether
4466,,92.86%,dgoodman,"Simple Search, Iteration, String Manipulation",problems/1332,http://community.topcoder.com/stat?c=problem_statement&pm=1332,1,,02.22.2003,1332,Pareto
4466,,6.78%,dgoodman,Advanced Math,problems/1106,http://community.topcoder.com/stat?c=problem_statement&pm=1106,2,,02.22.2003,1106,Coherence
4464,,37.35%,dgoodman,String Manipulation,problems/1328,http://community.topcoder.com/stat?c=problem_statement&pm=1328,2,,02.20.2003,1328,LongestRun
4472,,66.67%,brett1479,Graph Theory,problems/1524,http://community.topcoder.com/stat?c=problem_statement&pm=1524,2,,02.26.2003,1524,Marketing
4464,,85.29%,dgoodman,"Recursion, Simple Math",problems/1144,http://community.topcoder.com/stat?c=problem_statement&pm=1144,1,,02.20.2003,1144,FleasFleas
4466,,85.71%,dgoodman,Geometry,problems/1138,http://community.topcoder.com/stat?c=problem_statement&pm=1138,3,,02.22.2003,1138,NENE
4472,,59.52%,brett1479,"Dynamic Programming, Simulation",problems/1525,http://community.topcoder.com/stat?c=problem_statement&pm=1525,1,,02.26.2003,1525,Champagne
4462,,61.25%,dgoodman,"Sorting, String Parsing",problems/1336,http://community.topcoder.com/stat?c=problem_statement&pm=1336,1,,02.18.2003,1336,NameSort
4472,,46.15%,brett1479,Dynamic Programming,problems/1526,http://community.topcoder.com/stat?c=problem_statement&pm=1526,3,,02.26.2003,1526,Macros
4462,,51.69%,dgoodman,"Math, Sorting",problems/1307,http://community.topcoder.com/stat?c=problem_statement&pm=1307,2,,02.18.2003,1307,RoadWork
4474,,63.01%,lars2520,"Advanced Math, Dynamic Programming",problems/1579,http://community.topcoder.com/stat?c=problem_statement&pm=1579,2,,03.05.2003,1579,GreedyChange
4474,,79.59%,brett1479,Geometry,problems/911,http://community.topcoder.com/stat?c=problem_statement&pm=911,3,,03.05.2003,911,SolidArea
4482,,53.85%,dgoodman,"Brute Force, Simple Search, Iteration",problems/1270,http://community.topcoder.com/stat?c=problem_statement&pm=1270,2,,03.12.2003,1270,TileMatch
4474,,87.40%,brett1479,Math,problems/1287,http://community.topcoder.com/stat?c=problem_statement&pm=1287,1,,03.05.2003,1287,Ordered
4494,,50.00%,vorthys,Recursion,problems/1326,http://community.topcoder.com/stat?c=problem_statement&pm=1326,3,,04.04.2003,1326,TreeTraversals
4492,,100.00%,brett1479,"Recursion, Search",problems/920,http://community.topcoder.com/stat?c=problem_statement&pm=920,2,,04.04.2003,920,TicSolver
4482,,20.00%,lars2520,"Math, String Manipulation, String Parsing",problems/1574,http://community.topcoder.com/stat?c=problem_statement&pm=1574,3,,03.12.2003,1574,Optimizer
4492,,100.00%,vorthys,"Simulation, String Parsing",problems/1632,http://community.topcoder.com/stat?c=problem_statement&pm=1632,1,,04.04.2003,1632,RPN
4492,,0.00%,brett1479,Graph Theory,problems/1639,http://community.topcoder.com/stat?c=problem_statement&pm=1639,3,,04.04.2003,1639,TelephoneGame
4491,,75.00%,lars2520,"Dynamic Programming, Simulation",problems/921,http://community.topcoder.com/stat?c=problem_statement&pm=921,1,,04.04.2003,921,TCU
4493,,75.00%,vorthys,Dynamic Programming,problems/1259,http://community.topcoder.com/stat?c=problem_statement&pm=1259,1,,04.04.2003,1259,ZigZag
4493,,100.00%,vorthys,"Advanced Math, Dynamic Programming",problems/1256,http://community.topcoder.com/stat?c=problem_statement&pm=1256,3,,04.04.2003,1256,TimeSlicing
4491,,100.00%,brett1479,Geometry,problems/1657,http://community.topcoder.com/stat?c=problem_statement&pm=1657,2,,04.04.2003,1657,FaceFinder
4497,,100.00%,lars2520,"Dynamic Programming, Simulation",problems/1583,http://community.topcoder.com/stat?c=problem_statement&pm=1583,2,,04.05.2003,1583,Robot
4494,,100.00%,brett1479,Graph Theory,problems/1593,http://community.topcoder.com/stat?c=problem_statement&pm=1593,1,,04.04.2003,1593,Circuits
4491,,0.00%,brett1479,"Dynamic Programming, Math, String Manipulation, String Parsing",problems/1640,http://community.topcoder.com/stat?c=problem_statement&pm=1640,3,,04.04.2003,1640,HardwareOptimize
4494,,100.00%,vorthys,Encryption/Compression,problems/1221,http://community.topcoder.com/stat?c=problem_statement&pm=1221,2,,04.04.2003,1221,DecodeMoveToFront
4515,,66.67%,LunaticFringe,"Geometry, Graph Theory",problems/1649,http://community.topcoder.com/stat?c=problem_statement&pm=1649,3,,04.30.2003,1649,PenLift
4497,,100.00%,lars2520,Brute Force,problems/1663,http://community.topcoder.com/stat?c=problem_statement&pm=1663,1,,04.05.2003,1663,DQuads
4497,,100.00%,brett1479,Dynamic Programming,problems/1641,http://community.topcoder.com/stat?c=problem_statement&pm=1641,3,,04.05.2003,1641,SkewTree
4515,90.60%,,lars2520,"Simple Math, String Manipulation",problems/1708,http://community.topcoder.com/stat?c=problem_statement&pm=1708,,1,04.30.2003,1708,Time
4493,,100.00%,brett1479,Graph Theory,problems/884,http://community.topcoder.com/stat?c=problem_statement&pm=884,2,,04.04.2003,884,Criminal
4515,,86.54%,LunaticFringe,Advanced Math,problems/1659,http://community.topcoder.com/stat?c=problem_statement&pm=1659,2,,04.30.2003,1659,Lottery
4482,,89.36%,brett1479,"Dynamic Programming, Graph Theory",problems/1592,http://community.topcoder.com/stat?c=problem_statement&pm=1592,1,,03.12.2003,1592,ChessMetric
4515,37.50%,,leadhyena_inran,Graph Theory,problems/1697,http://community.topcoder.com/stat?c=problem_statement&pm=1697,,3,04.30.2003,1697,PowerOutage
4530,,88.89%,schveiguy,"Simple Math, Simulation",problems/1677,http://community.topcoder.com/stat?c=problem_statement&pm=1677,1,,05.06.2003,1677,Bonuses
4530,,61.90%,schveiguy,Dynamic Programming,problems/1158,http://community.topcoder.com/stat?c=problem_statement&pm=1158,3,,05.06.2003,1158,HillHike
4535,,94.44%,dimkadimon,Brute Force,problems/1541,http://community.topcoder.com/stat?c=problem_statement&pm=1541,2,,05.14.2003,1541,Masterbrain
4535,79.12%,95.88%,dimkadimon,Math,problems/1589,http://community.topcoder.com/stat?c=problem_statement&pm=1589,1,2,05.14.2003,1589,RectangularGrid
4535,18.75%,,dark_lord,"Brute Force, Recursion, Search",problems/1599,http://community.topcoder.com/stat?c=problem_statement&pm=1599,,3,05.14.2003,1599,BridgeCrossing
4515,23.40%,68.75%,LunaticFringe,"Encryption/Compression, Simulation",problems/1704,http://community.topcoder.com/stat?c=problem_statement&pm=1704,1,2,04.30.2003,1704,BinaryCode
4530,77.27%,,schveiguy,"Math, String Parsing",problems/1675,http://community.topcoder.com/stat?c=problem_statement&pm=1675,,2,05.06.2003,1675,ExerciseMachine
4535,,26.09%,dimkadimon,Simulation,problems/1605,http://community.topcoder.com/stat?c=problem_statement&pm=1605,3,,05.14.2003,1605,Roundabout
4540,,47.76%,axchma,"Math, Simulation",problems/1520,http://community.topcoder.com/stat?c=problem_statement&pm=1520,2,,05.22.2003,1520,Dragons
4540,,92.31%,axchma,Dynamic Programming,problems/1206,http://community.topcoder.com/stat?c=problem_statement&pm=1206,3,,05.22.2003,1206,Flags
4545,69.23%,83.33%,chogyonim,"Brute Force, Recursion, Search",problems/1744,http://community.topcoder.com/stat?c=problem_statement&pm=1744,2,3,05.28.2003,1744,MNS
4371,,50.00%,brett1479,"Advanced Math, Search, Sorting",problems/1075,http://community.topcoder.com/stat?c=problem_statement&pm=1075,3,,11.22.2002,1075,SumSort
4530,55.56%,86.90%,schveiguy,Simulation,problems/1130,http://community.topcoder.com/stat?c=problem_statement&pm=1130,2,3,05.06.2003,1130,VendingMachine
4540,64.06%,,axchma,Advanced Math,problems/1355,http://community.topcoder.com/stat?c=problem_statement&pm=1355,,3,05.22.2003,1355,GoldenChain
4540,50.00%,72.04%,axchma,"Simulation, String Manipulation",problems/1225,http://community.topcoder.com/stat?c=problem_statement&pm=1225,1,2,05.22.2003,1225,PeopleCircle
4545,,72.73%,chogyonim,"Simulation, String Manipulation",problems/1735,http://community.topcoder.com/stat?c=problem_statement&pm=1735,1,,05.28.2003,1735,CircleGame
4545,88.82%,,chogyonim,Simulation,problems/1740,http://community.topcoder.com/stat?c=problem_statement&pm=1740,,2,05.28.2003,1740,CeyKaps
4540,89.95%,,axchma,"Encryption/Compression, String Manipulation",problems/1667,http://community.topcoder.com/stat?c=problem_statement&pm=1667,,1,05.22.2003,1667,CCipher
4550,77.01%,,dgoodman,String Manipulation,problems/1313,http://community.topcoder.com/stat?c=problem_statement&pm=1313,,1,06.02.2003,1313,FormatAmt
4545,,41.67%,lars2520,"Brute Force, Recursion, Search",problems/1747,http://community.topcoder.com/stat?c=problem_statement&pm=1747,3,,05.28.2003,1747,NumberGuessing
4550,83.55%,93.50%,dgoodman,Simulation,problems/1648,http://community.topcoder.com/stat?c=problem_statement&pm=1648,1,2,06.02.2003,1648,BigBurger
4555,,57.14%,vorthys,Search,problems/1749,http://community.topcoder.com/stat?c=problem_statement&pm=1749,3,,06.11.2003,1749,RoboCourier
4550,,12.82%,dgoodman,"Dynamic Programming, Encryption/Compression",problems/1331,http://community.topcoder.com/stat?c=problem_statement&pm=1331,2,,06.02.2003,1331,MessageMess
4555,,43.48%,vorthys,"Dynamic Programming, Recursion",problems/1215,http://community.topcoder.com/stat?c=problem_statement&pm=1215,2,,06.11.2003,1215,StripePainter
4550,72.73%,,dgoodman,"Brute Force, Simple Math",problems/1600,http://community.topcoder.com/stat?c=problem_statement&pm=1600,,3,06.02.2003,1600,Pricing
4550,,26.67%,dgoodman,"Geometry, Search",problems/1587,http://community.topcoder.com/stat?c=problem_statement&pm=1587,3,,06.02.2003,1587,GForce
4555,80.00%,96.64%,vorthys,Math,problems/1523,http://community.topcoder.com/stat?c=problem_statement&pm=1523,1,2,06.11.2003,1523,InterestingDigits
4555,33.33%,,vorthys,"Geometry, Simulation",problems/1751,http://community.topcoder.com/stat?c=problem_statement&pm=1751,,3,06.11.2003,1751,BrickByBrick
4560,,94.57%,Wernie,"Math, Simulation",problems/1693,http://community.topcoder.com/stat?c=problem_statement&pm=1693,1,,06.17.2003,1693,Archimedes
4560,45.34%,,Wernie,"Simple Math, String Parsing",problems/1739,http://community.topcoder.com/stat?c=problem_statement&pm=1739,,2,06.17.2003,1739,Birthday
4560,60.00%,77.86%,Wernie,"Simulation, Sorting",problems/1705,http://community.topcoder.com/stat?c=problem_statement&pm=1705,2,3,06.17.2003,1705,MergeSort
4565,,62.34%,leadhyena_inran,Simulation,problems/1764,http://community.topcoder.com/stat?c=problem_statement&pm=1764,2,,06.25.2003,1764,QuiningTopCoder
4565,74.86%,95.38%,leadhyena_inran,Simulation,problems/1716,http://community.topcoder.com/stat?c=problem_statement&pm=1716,1,2,06.25.2003,1716,LeaguePicks
4560,61.58%,,Wernie,String Manipulation,problems/1700,http://community.topcoder.com/stat?c=problem_statement&pm=1700,,1,06.17.2003,1700,PrefixCode
4565,16.16%,,leadhyena_inran,String Parsing,problems/1763,http://community.topcoder.com/stat?c=problem_statement&pm=1763,,3,06.25.2003,1763,ProblemWriting
4565,93.78%,,leadhyena_inran,"Simple Math, Simulation",problems/1765,http://community.topcoder.com/stat?c=problem_statement&pm=1765,,1,06.25.2003,1765,FixedPointTheorem
4565,,61.54%,leadhyena_inran,String Parsing,problems/1762,http://community.topcoder.com/stat?c=problem_statement&pm=1762,3,,06.25.2003,1762,DotNotation
4555,79.79%,,vorthys,Simulation,problems/1346,http://community.topcoder.com/stat?c=problem_statement&pm=1346,,1,06.11.2003,1346,WidgetRepairs
4570,19.23%,,lars2520,Brute Force,problems/1773,http://community.topcoder.com/stat?c=problem_statement&pm=1773,,3,07.01.2003,1773,PickTeam
4570,,68.85%,lars2520,Advanced Math,problems/1771,http://community.topcoder.com/stat?c=problem_statement&pm=1771,2,,07.01.2003,1771,Collision
4575,,77.78%,brett1479,Dynamic Programming,problems/1643,http://community.topcoder.com/stat?c=problem_statement&pm=1643,3,,07.09.2003,1643,PossibleOrders
4570,,61.11%,lars2520,Search,problems/1770,http://community.topcoder.com/stat?c=problem_statement&pm=1770,3,,07.01.2003,1770,GasStations
4580,,80.00%,vorthys,Recursion,problems/1748,http://community.topcoder.com/stat?c=problem_statement&pm=1748,3,,07.17.2003,1748,RedBlack
4580,92.39%,,vorthys,String Parsing,problems/1686,http://community.topcoder.com/stat?c=problem_statement&pm=1686,,1,07.17.2003,1686,Quipu
4560,,59.72%,Wernie,"Advanced Math, Search",problems/1745,http://community.topcoder.com/stat?c=problem_statement&pm=1745,3,,06.17.2003,1745,Gauss
4575,,64.04%,Karshikinpa,String Manipulation,problems/1779,http://community.topcoder.com/stat?c=problem_statement&pm=1779,1,,07.09.2003,1779,CheatCode
4580,,68.37%,vorthys,String Parsing,problems/1694,http://community.topcoder.com/stat?c=problem_statement&pm=1694,2,,07.17.2003,1694,QuipuReader
4575,94.71%,,Karshikinpa,"Encryption/Compression, String Manipulation",problems/1625,http://community.topcoder.com/stat?c=problem_statement&pm=1625,,2,07.09.2003,1625,SuperRot
4580,80.77%,,vorthys,"Math, Simulation",problems/1348,http://community.topcoder.com/stat?c=problem_statement&pm=1348,,2,07.17.2003,1348,BenfordsLaw
4570,60.67%,79.84%,lars2520,Math,problems/1772,http://community.topcoder.com/stat?c=problem_statement&pm=1772,1,2,07.01.2003,1772,Inventory
4575,12.90%,43.04%,Karshikinpa,"Sorting, String Parsing",problems/1760,http://community.topcoder.com/stat?c=problem_statement&pm=1760,2,3,07.09.2003,1760,ContestScore
4585,,85.07%,LunaticFringe,Brute Force,problems/1788,http://community.topcoder.com/stat?c=problem_statement&pm=1788,2,,07.23.2003,1788,SmartElevator
4580,74.29%,94.31%,vorthys,Brute Force,problems/1669,http://community.topcoder.com/stat?c=problem_statement&pm=1669,1,3,07.17.2003,1669,PaternityTest
4585,37.50%,,LunaticFringe,Dynamic Programming,problems/1361,http://community.topcoder.com/stat?c=problem_statement&pm=1361,,3,07.23.2003,1361,WordParts
4585,77.78%,91.30%,LunaticFringe,"Simple Math, Simple Search, Iteration",problems/1778,http://community.topcoder.com/stat?c=problem_statement&pm=1778,1,2,07.23.2003,1778,BombSweeper
4585,,50.00%,LunaticFringe,"Graph Theory, Search",problems/1110,http://community.topcoder.com/stat?c=problem_statement&pm=1110,3,,07.23.2003,1110,PathFinding
4590,,89.32%,Yarin,String Manipulation,problems/1781,http://community.topcoder.com/stat?c=problem_statement&pm=1781,2,,07.28.2003,1781,Table
4590,35.29%,,Yarin,"Brute Force, Recursion, Search",problems/1787,http://community.topcoder.com/stat?c=problem_statement&pm=1787,,3,07.28.2003,1787,HourGlass
4590,47.56%,75.20%,Yarin,"Math, String Parsing",problems/1786,http://community.topcoder.com/stat?c=problem_statement&pm=1786,1,2,07.28.2003,1786,Salary
4598,,61.54%,schveiguy,Search,problems/1157,http://community.topcoder.com/stat?c=problem_statement&pm=1157,3,,08.06.2003,1157,Jumper
4598,97.91%,,schveiguy,"Simple Search, Iteration, String Manipulation",problems/1791,http://community.topcoder.com/stat?c=problem_statement&pm=1791,,1,08.06.2003,1791,TireRotation
4585,66.24%,,LunaticFringe,"Simple Math, Sorting",problems/1777,http://community.topcoder.com/stat?c=problem_statement&pm=1777,,1,07.23.2003,1777,DiskSpace
4598,63.64%,,schveiguy,"Simple Search, Iteration, String Manipulation",problems/1767,http://community.topcoder.com/stat?c=problem_statement&pm=1767,,3,08.06.2003,1767,Gems
4600,76.58%,,dimkadimon,"Simple Search, Iteration, String Manipulation",problems/1753,http://community.topcoder.com/stat?c=problem_statement&pm=1753,,1,08.12.2003,1753,StreetParking
4598,66.13%,84.03%,schveiguy,"Simple Search, Iteration, String Parsing",problems/1789,http://community.topcoder.com/stat?c=problem_statement&pm=1789,1,2,08.06.2003,1789,BaseMystery
4590,,0.00%,Yarin,"Brute Force, Geometry",problems/1684,http://community.topcoder.com/stat?c=problem_statement&pm=1684,3,,07.28.2003,1684,Posters
4600,,40.62%,dimkadimon,"Brute Force, Recursion",problems/1670,http://community.topcoder.com/stat?c=problem_statement&pm=1670,3,,08.12.2003,1670,PointsOnAxis
4590,90.36%,,Yarin,"Search, Simulation",problems/1790,http://community.topcoder.com/stat?c=problem_statement&pm=1790,,1,07.28.2003,1790,GuessTheNumber
4600,,43.10%,dimkadimon,Math,problems/1517,http://community.topcoder.com/stat?c=problem_statement&pm=1517,1,,08.12.2003,1517,FryingHamburgers
4600,19.05%,50.53%,dimkadimon,Dynamic Programming,problems/1784,http://community.topcoder.com/stat?c=problem_statement&pm=1784,2,3,08.12.2003,1784,ThePriceIsRight
4605,,90.32%,dgoodman,String Parsing,problems/1647,http://community.topcoder.com/stat?c=problem_statement&pm=1647,1,,08.23.2003,1647,Iditarod
4600,78.10%,,dimkadimon,Math,problems/1685,http://community.topcoder.com/stat?c=problem_statement&pm=1685,,2,08.12.2003,1685,Sets
4605,95.74%,,dgoodman,String Manipulation,problems/1333,http://community.topcoder.com/stat?c=problem_statement&pm=1333,,1,08.23.2003,1333,Substitute
4605,54.55%,75.71%,dgoodman,Simulation,problems/1608,http://community.topcoder.com/stat?c=problem_statement&pm=1608,2,3,08.23.2003,1608,Quilting
