match_id,rate_div2,rate_div1,writer,categary,content,href,level_div1,level_div2,date,problem_id,name
6537,,51.33%,AdminBrett,"Dynamic Programming, Search",problems/4506,http://community.topcoder.com/stat?c=problem_statement&pm=4506,2,,04.14.2005,4506,SequenceSync
6537,79.10%,,AdminBrett,"Recursion, Simple Math",problems/4505,http://community.topcoder.com/stat?c=problem_statement&pm=4505,,3,04.14.2005,4505,RedundantStrings
6537,88.89%,98.51%,AdminBrett,Simulation,problems/4504,http://community.topcoder.com/stat?c=problem_statement&pm=4504,1,2,04.14.2005,4504,PrintScheduler
6537,97.94%,,AdminBrett,"Brute Force, Simple Search, Iteration",problems/4503,http://community.topcoder.com/stat?c=problem_statement&pm=4503,,1,04.14.2005,4503,ArrayHash
6538,,52.98%,supernova,Simulation,problems/3555,http://community.topcoder.com/stat?c=problem_statement&pm=3555,2,,04.18.2005,3555,MatchCounting
6538,,33.33%,supernova,Geometry,problems/4439,http://community.topcoder.com/stat?c=problem_statement&pm=4439,3,,04.18.2005,4439,HiddenTriangles
6538,65.91%,,supernova,"Math, Simulation",problems/4481,http://community.topcoder.com/stat?c=problem_statement&pm=4481,,3,04.18.2005,4481,DivisibilityCriteria
6538,71.88%,,supernova,"Simple Search, Iteration",problems/3556,http://community.topcoder.com/stat?c=problem_statement&pm=3556,,1,04.18.2005,3556,Barbecue
6538,77.78%,89.52%,supernova,"Brute Force, Simple Math",problems/3543,http://community.topcoder.com/stat?c=problem_statement&pm=3543,1,2,04.18.2005,3543,ATaleOfThreeCities
6539,,25.00%,Jan_Kuipers,Geometry,problems/4567,http://community.topcoder.com/stat?c=problem_statement&pm=4567,2,,04.30.2005,4567,WatchTower
6539,20.93%,52.75%,Jan_Kuipers,Brute Force,problems/4455,http://community.topcoder.com/stat?c=problem_statement&pm=4455,1,2,04.30.2005,4455,TravellingByTrain
6539,46.25%,,Jan_Kuipers,"Brute Force, Simple Search, Iteration, String Manipulation",problems/3527,http://community.topcoder.com/stat?c=problem_statement&pm=3527,,1,04.30.2005,3527,Pronunciation
6539,,44.90%,Jan_Kuipers,Dynamic Programming,problems/4457,http://community.topcoder.com/stat?c=problem_statement&pm=4457,3,,04.30.2005,4457,MailArchiving
6539,5.88%,,Jan_Kuipers,Dynamic Programming,problems/3529,http://community.topcoder.com/stat?c=problem_statement&pm=3529,,3,04.30.2005,3529,MoneyExchange
7216,46.26%,83.15%,timmac,"Search, Sorting, String Manipulation, String Parsing",problems/4485,http://community.topcoder.com/stat?c=problem_statement&pm=4485,1,2,05.04.2005,4485,ReportAccess
7216,,39.13%,timmac,"Geometry, Search",problems/4425,http://community.topcoder.com/stat?c=problem_statement&pm=4425,3,,05.04.2005,4425,PatternCutting
7216,,53.78%,timmac,"Search, Simple Math",problems/4574,http://community.topcoder.com/stat?c=problem_statement&pm=4574,2,,05.04.2005,4574,BrokenCalculator
7216,25.86%,,timmac,Math,problems/4500,http://community.topcoder.com/stat?c=problem_statement&pm=4500,,1,05.04.2005,4500,BlackjackWinner
7216,40.00%,,timmac,"Advanced Math, Geometry, Graph Theory, Search",problems/4501,http://community.topcoder.com/stat?c=problem_statement&pm=4501,,3,05.04.2005,4501,AirTravel
7217,93.21%,,gepa,"Simulation, Sorting",problems/4564,http://community.topcoder.com/stat?c=problem_statement&pm=4564,,1,05.14.2005,4564,TeamSplit
7217,,100.00%,gepa,"Graph Theory, Recursion, Simple Math",problems/4489,http://community.topcoder.com/stat?c=problem_statement&pm=4489,3,,05.14.2005,4489,PolyominoCut
7217,41.67%,,gepa,"Dynamic Programming, Graph Theory, Simple Math",problems/4451,http://community.topcoder.com/stat?c=problem_statement&pm=4451,,3,05.14.2005,4451,NumberSplit
7217,64.44%,71.15%,gepa,"Simple Search, Iteration, Simulation",problems/4490,http://community.topcoder.com/stat?c=problem_statement&pm=4490,1,2,05.14.2005,4490,GuessCard
7217,,79.00%,gepa,"Dynamic Programming, Math",problems/4450,http://community.topcoder.com/stat?c=problem_statement&pm=4450,2,,05.14.2005,4450,DiceThrows
7218,,31.82%,Olexiy,Simulation,problems/4582,http://community.topcoder.com/stat?c=problem_statement&pm=4582,3,,05.17.2005,4582,TwoKings
7218,,73.68%,Olexiy,"Advanced Math, Brute Force, Simulation",problems/4453,http://community.topcoder.com/stat?c=problem_statement&pm=4453,2,,05.17.2005,4453,TopFive
7218,63.00%,93.65%,Olexiy,"Brute Force, Simple Math",problems/3043,http://community.topcoder.com/stat?c=problem_statement&pm=3043,1,2,05.17.2005,3043,Generators
7218,50.00%,,Olexiy,"Brute Force, Math",problems/4004,http://community.topcoder.com/stat?c=problem_statement&pm=4004,,3,05.17.2005,4004,FastSpider
7218,57.14%,,Olexiy,"Simple Math, Simple Search, Iteration",problems/4510,http://community.topcoder.com/stat?c=problem_statement&pm=4510,,1,05.17.2005,4510,ComputationalComplexity
7219,,96.12%,logged,Geometry,problems/4509,http://community.topcoder.com/stat?c=problem_statement&pm=4509,2,,05.23.2005,4509,Polyline
7219,89.29%,,logged,"Simple Search, Iteration, Simulation",problems/4464,http://community.topcoder.com/stat?c=problem_statement&pm=4464,,2,05.23.2005,4464,PhonePad
7219,92.92%,,lars2520,Simple Math,problems/4588,http://community.topcoder.com/stat?c=problem_statement&pm=4588,,1,05.23.2005,4588,Grader
7219,,12.07%,logged,"Search, Simulation",problems/4465,http://community.topcoder.com/stat?c=problem_statement&pm=4465,3,,05.23.2005,4465,ConnectFour
7219,71.95%,79.41%,logged,Greedy,problems/4507,http://community.topcoder.com/stat?c=problem_statement&pm=4507,1,3,05.23.2005,4507,CircleDance
7220,95.12%,,Enogipe,Simple Math,problems/4561,http://community.topcoder.com/stat?c=problem_statement&pm=4561,,1,06.01.2005,4561,Straights
7220,,14.29%,vorthys,Graph Theory,problems/4587,http://community.topcoder.com/stat?c=problem_statement&pm=4587,3,,06.01.2005,4587,SandTimers
7220,69.23%,95.12%,Enogipe,"Brute Force, Math",problems/4487,http://community.topcoder.com/stat?c=problem_statement&pm=4487,1,2,06.01.2005,4487,Flush
7220,23.08%,,Enogipe,"Dynamic Programming, Greedy",problems/4502,http://community.topcoder.com/stat?c=problem_statement&pm=4502,,3,06.01.2005,4502,CardCosts
7220,,64.29%,vorthys,Dynamic Programming,problems/4572,http://community.topcoder.com/stat?c=problem_statement&pm=4572,2,,06.01.2005,4572,BikeLock
7221,,83.41%,Andrew_Lazarev,String Manipulation,problems/4470,http://community.topcoder.com/stat?c=problem_statement&pm=4470,1,,06.09.2005,4470,PiCalculator
7221,39.46%,,Andrew_Lazarev,"Brute Force, Simple Math, String Manipulation",problems/4562,http://community.topcoder.com/stat?c=problem_statement&pm=4562,,2,06.09.2005,4562,Conglutination
7221,86.01%,,Andrew_Lazarev,String Manipulation,problems/4469,http://community.topcoder.com/stat?c=problem_statement&pm=4469,,1,06.09.2005,4469,CalcTest
7221,,36.18%,Andrew_Lazarev,"Brute Force, Math",problems/4519,http://community.topcoder.com/stat?c=problem_statement&pm=4519,3,,06.09.2005,4519,CalcRoot
7221,9.88%,47.35%,Andrew_Lazarev,Brute Force,problems/4472,http://community.topcoder.com/stat?c=problem_statement&pm=4472,2,3,06.09.2005,4472,CalcButton
7222,,28.00%,dgoodman,"Graph Theory, Sorting, String Manipulation",problems/875,http://community.topcoder.com/stat?c=problem_statement&pm=875,2,,06.18.2005,875,WordTrain
7222,77.78%,,lars2520,Simple Math,problems/4610,http://community.topcoder.com/stat?c=problem_statement&pm=4610,,1,06.18.2005,4610,TriangleType
7222,64.86%,,dgoodman,String Manipulation,problems/4521,http://community.topcoder.com/stat?c=problem_statement&pm=4521,,3,06.18.2005,4521,Speller
7222,,65.38%,dgoodman,Dynamic Programming,problems/3487,http://community.topcoder.com/stat?c=problem_statement&pm=3487,3,,06.18.2005,3487,Necklaces
7222,,77.27%,dgoodman,Math,problems/4495,http://community.topcoder.com/stat?c=problem_statement&pm=4495,1,,06.18.2005,4495,Musical
7222,79.45%,,dgoodman,"Brute Force, Simple Math",problems/4522,http://community.topcoder.com/stat?c=problem_statement&pm=4522,,2,06.18.2005,4522,FracCount
7223,51.02%,71.53%,NeverMore,"Simple Search, Iteration",problems/3523,http://community.topcoder.com/stat?c=problem_statement&pm=3523,1,2,06.21.2005,3523,WordPattern
7223,86.69%,,NeverMore,String Manipulation,problems/3524,http://community.topcoder.com/stat?c=problem_statement&pm=3524,,1,06.21.2005,3524,SyllableCounter
7223,,74.78%,NeverMore,Dynamic Programming,problems/3525,http://community.topcoder.com/stat?c=problem_statement&pm=3525,2,,06.21.2005,3525,ContractWork
7223,,61.64%,lars2520,"Dynamic Programming, Recursion",problems/4612,http://community.topcoder.com/stat?c=problem_statement&pm=4612,3,,06.21.2005,4612,ClockManagement
7223,47.01%,,NeverMore,Dynamic Programming,problems/3545,http://community.topcoder.com/stat?c=problem_statement&pm=3545,,3,06.21.2005,3545,BitStrings
7224,0.00%,71.57%,AdminBrett,"Dynamic Programming, Math, Recursion",problems/4616,http://community.topcoder.com/stat?c=problem_statement&pm=4616,1,3,06.29.2005,4616,TableSeating
7224,83.80%,,AdminBrett,String Parsing,problems/4615,http://community.topcoder.com/stat?c=problem_statement&pm=4615,,2,06.29.2005,4615,FieldPairParse
7224,,53.85%,AdminBrett,Geometry,problems/3996,http://community.topcoder.com/stat?c=problem_statement&pm=3996,3,,06.29.2005,3996,CultureGrowth
7224,73.16%,,AdminBrett,"Simple Search, Iteration",problems/4613,http://community.topcoder.com/stat?c=problem_statement&pm=4613,,1,06.29.2005,4613,ChatTranscript
7224,,49.52%,AdminBrett,Greedy,problems/4614,http://community.topcoder.com/stat?c=problem_statement&pm=4614,2,,06.29.2005,4614,ChatExit
7225,,38.76%,Jan_Kuipers,Dynamic Programming,problems/4571,http://community.topcoder.com/stat?c=problem_statement&pm=4571,2,,07.07.2005,4571,TVWatching
7225,13.66%,35.35%,Jan_Kuipers,Brute Force,problems/4570,http://community.topcoder.com/stat?c=problem_statement&pm=4570,1,2,07.07.2005,4570,LanguageRecognition
7225,,72.00%,Jan_Kuipers,Geometry,problems/4559,http://community.topcoder.com/stat?c=problem_statement&pm=4559,3,,07.07.2005,4559,ConvexPolygons
7225,91.32%,,Softwalker,Simple Math,problems/4566,http://community.topcoder.com/stat?c=problem_statement&pm=4566,,1,07.07.2005,4566,ColorCode
7225,50.00%,,Softwalker,"Search, String Manipulation, String Parsing",problems/4589,http://community.topcoder.com/stat?c=problem_statement&pm=4589,,3,07.07.2005,4589,Acronyms
7226,32.45%,70.83%,dimkadimon,"Brute Force, Simple Search, Iteration, String Manipulation",problems/4624,http://community.topcoder.com/stat?c=problem_statement&pm=4624,1,2,07.12.2005,4624,SMS
7226,15.87%,,Vedensky,Brute Force,problems/4590,http://community.topcoder.com/stat?c=problem_statement&pm=4590,,3,07.12.2005,4590,OneMoreRectangle
7226,,90.48%,dimkadimon,"Greedy, Sorting",problems/4625,http://community.topcoder.com/stat?c=problem_statement&pm=4625,3,,07.12.2005,4625,MusicCompilation
7226,57.58%,,Vedensky,Brute Force,problems/4496,http://community.topcoder.com/stat?c=problem_statement&pm=4496,,1,07.12.2005,4496,Elections
7226,,79.25%,dimkadimon,"Brute Force, Recursion, Simulation",problems/4573,http://community.topcoder.com/stat?c=problem_statement&pm=4573,2,,07.12.2005,4573,DominoesGame
7227,,37.84%,legakis,"Dynamic Programming, Math",problems/4667,http://community.topcoder.com/stat?c=problem_statement&pm=4667,3,,07.23.2005,4667,Pitches
7227,79.94%,,lars2520,"Simple Math, Simple Search, Iteration",problems/4675,http://community.topcoder.com/stat?c=problem_statement&pm=4675,,1,07.23.2005,4675,ObjectPacking
7227,76.12%,93.31%,legakis,"Sorting, String Manipulation",problems/4674,http://community.topcoder.com/stat?c=problem_statement&pm=4674,1,2,07.23.2005,4674,Decipher
7227,,72.84%,legakis,Dynamic Programming,problems/4668,http://community.topcoder.com/stat?c=problem_statement&pm=4668,2,,07.23.2005,4668,AlphabetCount
7227,31.73%,,legakis,Search,problems/4678,http://community.topcoder.com/stat?c=problem_statement&pm=4678,,3,07.23.2005,4678,ABCPath
8006,,80.95%,Eeyore,"Brute Force, Recursion",problems/2246,http://community.topcoder.com/stat?c=problem_statement&pm=2246,3,,07.26.2005,2246,SelfCatalogue
8006,13.48%,59.69%,Eeyore,"Dynamic Programming, Greedy",problems/2245,http://community.topcoder.com/stat?c=problem_statement&pm=2245,2,3,07.26.2005,2245,Piglets
8006,49.11%,80.43%,Enogipe,Recursion,problems/4670,http://community.topcoder.com/stat?c=problem_statement&pm=4670,1,2,07.26.2005,4670,ListeningIn
8006,76.03%,,Enogipe,"Simple Math, Simple Search, Iteration",problems/4617,http://community.topcoder.com/stat?c=problem_statement&pm=4617,,1,07.26.2005,4617,BalancedGame
7228,93.26%,97.52%,Andrew_Lazarev,"Simple Search, Iteration, Sorting",problems/4483,http://community.topcoder.com/stat?c=problem_statement&pm=4483,1,2,07.28.2005,4483,WordCompositionGame
7228,95.04%,,Andrew_Lazarev,Sorting,problems/4659,http://community.topcoder.com/stat?c=problem_statement&pm=4659,,1,07.28.2005,4659,SequenceOfNumbers
7228,,77.97%,Andrew_Lazarev,Dynamic Programming,problems/4473,http://community.topcoder.com/stat?c=problem_statement&pm=4473,2,,07.28.2005,4473,PluCodeGenerator
7228,,8.00%,Andrew_Lazarev,"Graph Theory, Math",problems/4527,http://community.topcoder.com/stat?c=problem_statement&pm=4527,3,,07.28.2005,4527,OddDigitable
7228,49.37%,,Andrew_Lazarev,"Math, Search",problems/4622,http://community.topcoder.com/stat?c=problem_statement&pm=4622,,3,07.28.2005,4622,KthElement
7992,81.33%,89.22%,lars2520,Simple Math,problems/4698,http://community.topcoder.com/stat?c=problem_statement&pm=4698,1,2,08.02.2005,4698,MagicCube
7992,98.28%,,lars2520,Simple Math,problems/4688,http://community.topcoder.com/stat?c=problem_statement&pm=4688,,1,08.02.2005,4688,GridGenerator
7992,90.36%,,lars2520,Brute Force,problems/4690,http://community.topcoder.com/stat?c=problem_statement&pm=4690,,3,08.02.2005,4690,GraphLabel
7992,,38.89%,lars2520,Search,problems/4692,http://community.topcoder.com/stat?c=problem_statement&pm=4692,3,,08.02.2005,4692,ImageRepeat
7992,,73.29%,lars2520,"Brute Force, Graph Theory",problems/4687,http://community.topcoder.com/stat?c=problem_statement&pm=4687,2,,08.02.2005,4687,CliqueCount
8005,23.74%,,dgoodman,"Simple Math, String Manipulation",problems/4520,http://community.topcoder.com/stat?c=problem_statement&pm=4520,,3,08.08.2005,4520,TimeCard
8005,92.38%,,lars2520,String Manipulation,problems/4713,http://community.topcoder.com/stat?c=problem_statement&pm=4713,,1,08.08.2005,4713,SubstitutionCode
8005,,32.97%,lars2520,Simple Math,problems/4706,http://community.topcoder.com/stat?c=problem_statement&pm=4706,2,,08.08.2005,4706,StockQuotes
8005,,71.25%,dgoodman,"Brute Force, Recursion",problems/3496,http://community.topcoder.com/stat?c=problem_statement&pm=3496,1,,08.08.2005,3496,Predicting
8005,,59.38%,dgoodman,"Dynamic Programming, Recursion",problems/2006,http://community.topcoder.com/stat?c=problem_statement&pm=2006,3,,08.08.2005,2006,Computers
8005,79.73%,,dgoodman,"Simple Math, Simple Search, Iteration",problems/3494,http://community.topcoder.com/stat?c=problem_statement&pm=3494,,2,08.08.2005,3494,BridgePts
7993,51.61%,,timmac,"Math, Search",problems/4705,http://community.topcoder.com/stat?c=problem_statement&pm=4705,,3,08.10.2005,4705,MissileTarget
7993,,38.58%,timmac,"Brute Force, Encryption/Compression, String Manipulation",problems/4703,http://community.topcoder.com/stat?c=problem_statement&pm=4703,2,,08.10.2005,4703,CompressionText
7993,74.41%,,timmac,"Simple Math, Simple Search, Iteration",problems/4710,http://community.topcoder.com/stat?c=problem_statement&pm=4710,,1,08.10.2005,4710,ClassScores
7993,,64.71%,timmac,"Dynamic Programming, Math, Simple Search, Iteration, Simulation",problems/4701,http://community.topcoder.com/stat?c=problem_statement&pm=4701,3,,08.10.2005,4701,ChutesAndLadders
7993,27.87%,55.34%,timmac,"Advanced Math, Search",problems/3970,http://community.topcoder.com/stat?c=problem_statement&pm=3970,1,2,08.10.2005,3970,AutoLoan
8020,,95.73%,PabloGilberto,"Simple Math, String Parsing",problems/4680,http://community.topcoder.com/stat?c=problem_statement&pm=4680,1,,08.16.2005,4680,VideoEncode
8021,,93.46%,lbackstrom,String Manipulation,problems/4723,http://community.topcoder.com/stat?c=problem_statement&pm=4723,1,,08.16.2005,4723,VariableAddition
8024,,74.00%,Olexiy,"Brute Force, Simple Math, String Manipulation",problems/4628,http://community.topcoder.com/stat?c=problem_statement&pm=4628,3,,08.16.2005,4628,TheCoderMan
8026,,94.79%,AdminBrett,"Simple Search, Iteration",problems/4638,http://community.topcoder.com/stat?c=problem_statement&pm=4638,1,,08.16.2005,4638,RecipeFraction
8020,,81.77%,lars2520,"Brute Force, Recursion",problems/4712,http://community.topcoder.com/stat?c=problem_statement&pm=4712,3,,08.16.2005,4712,GridGame
8023,,51.31%,lars2520,"Brute Force, Recursion",problems/4725,http://community.topcoder.com/stat?c=problem_statement&pm=4725,3,,08.16.2005,4725,Fuses
8024,,87.76%,AdminBrett,"Simple Search, Iteration",problems/4637,http://community.topcoder.com/stat?c=problem_statement&pm=4637,1,,08.16.2005,4637,DayPlanner
8023,,67.82%,Olexiy,"Simple Search, Iteration, String Manipulation",problems/4563,http://community.topcoder.com/stat?c=problem_statement&pm=4563,1,,08.16.2005,4563,CompanyName
8026,,82.61%,Olexiy,"Recursion, Simple Math",problems/4673,http://community.topcoder.com/stat?c=problem_statement&pm=4673,3,,08.16.2005,4673,CheatABit
8021,,64.45%,AdminBrett,Recursion,problems/4753,http://community.topcoder.com/stat?c=problem_statement&pm=4753,3,,08.16.2005,4753,CheapestFlights
8019,,14.67%,AdminBrett,Math,problems/4715,http://community.topcoder.com/stat?c=problem_statement&pm=4715,3,,08.20.2005,4715,VariableSolve
8019,,84.16%,AdminBrett,"Dynamic Programming, Greedy",problems/4629,http://community.topcoder.com/stat?c=problem_statement&pm=4629,2,,08.20.2005,4629,FibonacciSum
8019,,77.01%,AdminBrett,Geometry,problems/4630,http://community.topcoder.com/stat?c=problem_statement&pm=4630,1,,08.20.2005,4630,RectangleError
8012,,27.04%,Andrew_Lazarev,"Dynamic Programming, String Manipulation",problems/4718,http://community.topcoder.com/stat?c=problem_statement&pm=4718,2,,08.22.2005,4718,SuperString
8012,25.58%,,Andrew_Lazarev,Brute Force,problems/4475,http://community.topcoder.com/stat?c=problem_statement&pm=4475,,2,08.22.2005,4475,PrimePolynom
8012,74.49%,82.80%,Andrew_Lazarev,Greedy,problems/4619,http://community.topcoder.com/stat?c=problem_statement&pm=4619,1,3,08.22.2005,4619,NumericalSequence
8012,80.83%,,Andrew_Lazarev,Brute Force,problems/4716,http://community.topcoder.com/stat?c=problem_statement&pm=4716,,1,08.22.2005,4716,CompetitionStatistics
8012,,31.25%,Andrew_Lazarev,Dynamic Programming,problems/4468,http://community.topcoder.com/stat?c=problem_statement&pm=4468,3,,08.22.2005,4468,CardRemover
8017,,54.75%,Olexiy,"Dynamic Programming, Math",problems/4635,http://community.topcoder.com/stat?c=problem_statement&pm=4635,2,,08.24.2005,4635,PartyGame
8017,,90.14%,lars2520,Math,problems/4709,http://community.topcoder.com/stat?c=problem_statement&pm=4709,1,,08.24.2005,4709,FloorTiling
7994,,46.19%,gepa,"Recursion, Simple Search, Iteration, Simulation, String Parsing",problems/4765,http://community.topcoder.com/stat?c=problem_statement&pm=4765,2,,08.27.2005,4765,SlowDigitalClock
8017,,24.32%,Olexiy,Dynamic Programming,problems/2976,http://community.topcoder.com/stat?c=problem_statement&pm=2976,3,,08.24.2005,2976,Answer
7994,25.00%,,gepa,Dynamic Programming,problems/4749,http://community.topcoder.com/stat?c=problem_statement&pm=4749,,3,08.27.2005,4749,RollingBlock
7994,93.18%,,gepa,Simple Math,problems/4746,http://community.topcoder.com/stat?c=problem_statement&pm=4746,,1,08.27.2005,4746,IsingModel
7994,48.27%,88.58%,gepa,"Brute Force, Geometry, Simple Math",problems/4766,http://community.topcoder.com/stat?c=problem_statement&pm=4766,1,2,08.27.2005,4766,GridPointsOnCircle
7994,,60.00%,gepa,"Advanced Math, Geometry",problems/4750,http://community.topcoder.com/stat?c=problem_statement&pm=4750,3,,08.27.2005,4750,FrogAndFly
7995,,32.50%,misof,"Dynamic Programming, Greedy",problems/4660,http://community.topcoder.com/stat?c=problem_statement&pm=4660,3,,08.30.2005,4660,StackingBoxes
7995,61.77%,,misof,"Simple Math, String Manipulation",problems/4651,http://community.topcoder.com/stat?c=problem_statement&pm=4651,,1,08.30.2005,4651,SpreadsheetColumn
7995,25.83%,57.89%,misof,"Simple Math, Simple Search, Iteration",problems/4661,http://community.topcoder.com/stat?c=problem_statement&pm=4661,1,2,08.30.2005,4661,PrimeStatistics
